scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
AXIS Growth Opportunities Fund,1000,500,0.59,8053.0,4,Jinesh Gopani,2.64,1.19,17.3,0.91,1.28,6,Axis Mutual Fund,3,Equity,Large & Mid Cap Funds,-6.4,26.5,,83.33333333333334,54.166666666666664,95.83333333333334,91.66666666666666,81.66666666666667,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,29.166666666666668,8.333333333333332,12.5,17.916666666666668,2,50.0,36.208333333333336
AXIS Liquid Fund,0,500,0.15,27226.0,10,Devang Shah,4.54,1.41,0.38,0.78,0.96,2,Axis Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.4,63.63636363636363,84.84848484848484,39.39393939393939,36.36363636363637,57.57575757575757,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,48.484848484848484,63.63636363636363,66.66666666666666,58.484848484848484,0,100.0,77.24242424242425
AXIS Long Term Equity Fund,500,500,0.85,28754.0,10,Jinesh Gopani,1.45,-9.98,18.65,1.02,0.75,6,Axis Mutual Fund,2,Equity,ELSS Mutual Funds,-11.1,15.7,9.4,90.19607843137256,98.0392156862745,98.0392156862745,98.0392156862745,94.90196078431374,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,1.9607843137254901,3.9215686274509802,3.9215686274509802,3.137254901960784,2,50.0,26.333333333333332
AXIS Midcap Fund,500,500,0.57,18920.0,10,Shreyash Devalkar,2.98,-2.25,15.37,0.81,1.4,6,Axis Mutual Fund,5,Equity,Mid Cap Mutual Funds,-2.5,25.2,15.8,13.043478260869565,13.043478260869565,82.6086956521739,86.95652173913044,41.73913043478261,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,13.043478260869565,21.73913043478261,17.391304347826086,16.956521739130434,0,100.0,57.69565217391305
AXIS Money Market Fund,1000,5000,0.21,4002.0,4,Devang Shah,4.81,2.81,0.62,1.22,1.91,2,Axis Mutual Fund,4,Debt,Money Market Funds,5.6,5.4,,58.82352941176471,52.94117647058824,47.05882352941176,35.294117647058826,50.58823529411766,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,79.41176470588235,58.82352941176471,70.58823529411765,70.58823529411765,0,100.0,87.05882352941177
AXIS Nifty 100 Index Fund,1000,500,0.15,953.0,3,Ashish Naik,2.93,-1.76,16.66,0.99,1.24,6,Axis Mutual Fund,3,Other,Index Funds,-1.7,25.1,,25.0,41.66666666666667,76.66666666666667,73.33333333333333,48.333333333333336,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,25.0,26.666666666666668,30.0,27.0,0,100.0,63.1
AXIS Overnight Fund,0,500,0.05,12566.0,4,Aditya Pagaria,0.49,0.62,0.35,0.44,0.09,1,Axis Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,73.07692307692307,57.692307692307686,26.923076923076923,26.923076923076923,51.53846153846154,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,57.692307692307686,76.92307692307693,76.92307692307693,69.23076923076924,0,100.0,82.3076923076923
AXIS Regular Saver Fund,1000,500,0.86,407.0,10,Devang Shah,2.42,1.34,4.69,0.71,1.37,4,Axis Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,1.8,10.9,7.0,58.82352941176471,88.23529411764706,70.58823529411765,88.23529411764706,72.94117647058823,High,4,Primary risk drivers: Market Sensitivity and Downside Risk.,47.05882352941176,35.294117647058826,17.647058823529413,34.70588235294118,1,75.0,57.32352941176471
AXIS Retirement Savings Fund,1000,5000,0.6,270.0,3,Jinesh Gopani,1.58,-4.95,13.43,0.85,0.79,6,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-1.3,13.6,,75.0,82.5,80.0,80.0,78.5,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,45.0,25.0,25.0,33.0,1,75.0,56.4
AXIS Retirement Savings Fund,1000,5000,0.41,81.0,3,Jinesh Gopani,1.84,-0.04,5.69,0.83,1.04,5,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-2.5,10.3,,40.0,70.0,62.5,75.0,57.5,Moderate,3,Primary risk drivers: Downside Risk and Market Sensitivity.,37.5,42.5,30.0,36.75,0,100.0,68.525
AXIS Retirement Savings Fund,1000,5000,0.65,633.0,3,Jinesh Gopani,1.56,-4.49,13.03,0.78,0.76,6,Axis Mutual Fund,1,Solution Oriented,Retirement Funds,-4.1,14.0,,70.0,52.5,87.5,85.0,73.0,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,50.0,17.5,20.0,31.25,1,75.0,56.875
AXIS Short Term Fund,1000,5000,0.3,7096.0,10,Devang Shah,2.78,4.6,1.61,1.78,1.38,3,Axis Mutual Fund,4,Debt,Short Duration Funds,4.9,6.9,7.4,30.952380952380953,47.61904761904761,19.047619047619047,23.809523809523807,30.476190476190478,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,71.42857142857143,85.71428571428571,80.95238095238095,78.57142857142857,1,75.0,75.35714285714286
AXIS Small Cap Fund,500,500,0.54,11462.0,9,Anupam Tiwari,3.9,8.34,14.71,0.66,2.06,6,Axis Mutual Fund,5,Equity,Small Cap Mutual Funds,3.4,34.5,19.4,4.0,4.0,22.0,64.0,19.6,Very Low,1,Primary risk drivers: Downside Risk and Sharpe Risk.,12.0,82.0,40.0,41.4,2,50.0,39.82
AXIS Strategic Bond Fund,1000,5000,0.39,1644.0,10,Devang Shah,2.27,2.56,1.89,0.7,1.46,4,Axis Mutual Fund,4,Debt,Medium Duration Funds,5.2,7.4,7.4,8.333333333333332,33.33333333333333,8.333333333333332,16.666666666666664,15.0,Very Low,1,Primary risk drivers: Market Sensitivity and Downside Risk.,75.0,100.0,91.66666666666666,87.5,2,50.0,66.25
AXIS Treasury Advantage Fund,1000,5000,0.29,4614.0,10,Devang Shah,3.73,3.09,0.87,1.17,1.75,2,Axis Mutual Fund,4,Debt,Low Duration Funds,5.3,5.9,6.6,32.5,65.0,15.0,30.0,35.0,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,57.49999999999999,90.0,75.0,72.5,1,75.0,70.75
AXIS Triple Advantage Fund,1000,500,0.72,1478.0,10,R Sivakumar,2.35,-2.21,13.44,0.91,1.08,6,Axis Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,-5.1,18.1,10.4,57.14285714285714,100.0,100.0,100.0,82.85714285714286,Very High,5,Primary risk drivers: Market Sensitivity and Sharpe Risk.,42.857142857142854,14.285714285714285,14.285714285714285,25.71428571428571,2,50.0,41.285714285714285
AXIS Ultra Short Term Fund,1000,5000,0.31,4491.0,5,Aditya Pagaria,4.47,2.29,0.53,0.81,2.25,3,Axis Mutual Fund,4,Debt,Ultra Short Duration Funds,5.7,5.4,,43.47826086956522,34.78260869565217,8.695652173913043,17.391304347826086,29.56521739130435,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,73.91304347826086,95.65217391304348,86.95652173913044,84.34782608695652,1,75.0,77.58695652173913
Bandhan Asset Allocation FoF – Moderate – Direct Growth,100,1000,0.42,16.0,10,Sachin Relekar,2.27,0.73,6.59,0.43,1.31,5,Bandhan Mutual Fund,0,Other,FoFs Domestic,1.3,12.7,6.9,17.647058823529413,17.647058823529413,51.470588235294116,52.94117647058824,31.47058823529412,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,50.0,51.470588235294116,50.0,50.44117647058823,1,75.0,62.63235294117647
Bandhan FTP – Sr.179,0,5000,0.05,286.0,4,Harshal Joshi,0.9,9.78,3.98,5.4,0.64,3,Bandhan Mutual Fund,0,Debt,Fixed Maturity Plans,4.4,6.2,,100.0,100.0,100.0,100.0,100.0,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,75.0,50.0,50.0,60.0,2,50.0,58.0
Bank of India Arbitrage Fund,1000,5000,0.98,12.0,5,Alok Singh,-1.14,0.24,0.6,0.52,-0.78,1,Bank of India Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,4.2,3.4,,4.545454545454546,36.36363636363637,95.45454545454545,100.0,48.18181818181818,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,18.181818181818183,9.090909090909092,4.545454545454546,11.363636363636363,0,100.0,57.04545454545455
Bank of India Balanced Advantage Fund,1000,5000,2.07,90.0,9,Alok Singh,1.81,-1.05,11.04,0.54,0.81,6,Bank of India Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,13.6,12.1,5.1,89.47368421052632,39.473684210526315,94.73684210526315,94.73684210526315,81.57894736842105,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,15.789473684210526,10.526315789473683,10.526315789473683,12.63157894736842,2,50.0,31.947368421052634
Bank of India Conservative Hybrid Fund,1000,10000,2.2,63.0,10,Alok Singh,4.71,6.44,11.85,0.64,0.93,3,Bank of India Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,22.3,15.5,6.4,100.0,70.58823529411765,94.11764705882352,5.88235294117647,74.11764705882352,High,4,Primary risk drivers: Volatility and Sharpe Risk.,100.0,11.76470588235294,100.0,73.52941176470588,1,75.0,79.55882352941177
Bank of India Credit Risk Fund,0,5000,1.54,161.0,8,Alok Singh,0.91,-13.36,77.72,-31.86,0.38,4,Bank of India Mutual Fund,5,Debt,Credit Risk Funds,130.8,12.8,-4.1,100.0,7.142857142857142,92.85714285714286,78.57142857142857,75.71428571428572,High,4,Primary risk drivers: Volatility and Sharpe Risk.,100.0,14.285714285714285,28.57142857142857,52.857142857142854,1,75.0,73.35714285714286
Bank of India Large & Mid Cap Equity Fund,1000,5000,1.89,204.0,10,Nitin Gosar,2.66,1.7,15.55,0.88,1.4,6,Bank of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,25.6,9.5,20.833333333333336,29.166666666666668,79.16666666666666,87.5,47.5,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,22.916666666666664,25.0,16.666666666666664,21.666666666666664,0,100.0,61.083333333333336
Bank of India Liquid Fund,0,5000,0.18,403.0,10,Mithraem Bharucha,4.06,1.38,0.38,0.76,0.92,2,Bank of India Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.3,63.63636363636363,66.66666666666666,51.515151515151516,66.66666666666666,62.42424242424242,High,4,Primary risk drivers: Market Sensitivity and Downside Risk.,48.484848484848484,51.515151515151516,36.36363636363637,45.75757575757575,1,75.0,60.92424242424242
Bank of India Manufacturing & Infrastr Fund,1000,5000,1.55,87.0,10,Nitin Gosar,3.23,12.2,16.3,0.54,1.8,6,Bank of India Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.6,35.4,11.5,32.69230769230769,6.41025641025641,5.769230769230769,34.61538461538461,22.435897435897438,Low,2,Primary risk drivers: Downside Risk and Volatility.,82.05128205128204,95.51282051282051,66.66666666666666,81.47435897435896,1,75.0,78.3525641025641
Bank of India Mid & Small Cap Equity & Debt Fund,1000,5000,1.92,380.0,7,Alok Singh,2.56,10.87,15.51,0.75,1.59,6,Bank of India Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,-0.3,29.3,10.4,96.66666666666667,10.0,30.0,83.33333333333334,63.33333333333334,High,4,Primary risk drivers: Volatility and Downside Risk.,83.33333333333334,73.33333333333333,20.0,61.33333333333333,1,75.0,72.56666666666666
Bank of India Midcap Tax Fund,0,500,0.95,51.0,5,Dhruv Bhatia,2.64,3.13,17.03,0.87,1.38,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.1,27.1,10.6,84.31372549019608,31.372549019607842,64.70588235294117,82.35294117647058,69.41176470588235,High,4,Primary risk drivers: Volatility and Downside Risk.,42.15686274509804,37.254901960784316,19.607843137254903,33.92156862745098,1,75.0,56.107843137254896
Bank of India Midcap Tax Fund,0,500,0.56,26.0,4,Dhruv Bhatia,2.65,2.58,16.94,0.87,1.36,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.7,26.0,,82.35294117647058,31.372549019607842,69.6078431372549,80.3921568627451,69.2156862745098,High,4,Primary risk drivers: Volatility and Downside Risk.,31.372549019607842,32.35294117647059,21.568627450980394,28.725490196078432,1,75.0,52.3921568627451
Bank of India Overnight Fund,0,5000,0.17,82.0,3,Mithraem Bharucha,1.92,0.76,0.34,0.47,0.39,1,Bank of India Mutual Fund,5,Debt,Overnight Mutual Funds,5.5,4.0,,30.76923076923077,92.3076923076923,3.8461538461538463,3.8461538461538463,32.307692307692314,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,96.15384615384616,100.0,100.0,98.46153846153847,1,75.0,86.26923076923077
Bank of India Short Term Income – Direct Growth,1000,5000,0.98,72.0,10,Mithraem Bharucha,0.76,3.58,11.44,-0.99,0.43,2,Bank of India Mutual Fund,5,Debt,Short Duration Funds,28.3,8.8,4.0,100.0,9.523809523809524,100.0,100.0,81.9047619047619,Very High,5,Primary risk drivers: Volatility and Sharpe Risk.,95.23809523809523,4.761904761904762,4.761904761904762,40.952380952380956,2,50.0,56.33333333333333
Bank of India Small Cap Fund,1000,5000,1.52,414.0,4,Dhruv Bhatia,4.16,8.58,18.44,0.81,1.93,6,Bank of India Mutual Fund,4,Equity,Small Cap Mutual Funds,-1.0,47.7,,60.0,38.0,54.0,38.0,50.00000000000001,Moderate,3,Primary risk drivers: Volatility and Sharpe Risk.,92.0,50.0,66.0,71.60000000000001,0,100.0,89.88000000000001
Bank of India Tax Advantage Fund,500,500,1.31,676.0,10,Alok Singh,2.88,3.48,16.3,0.89,1.5,6,Bank of India Mutual Fund,4,Equity,ELSS Mutual Funds,0.9,29.0,13.2,68.62745098039215,47.05882352941176,45.09803921568628,74.50980392156863,60.78431372549021,High,4,Primary risk drivers: Downside Risk and Volatility.,58.82352941176471,56.86274509803921,27.450980392156865,48.82352941176471,1,75.0,63.911764705882355
Bank of India Ultra Short Duration Fund,1000,5000,0.36,118.0,10,Mithraem Bharucha,2.16,2.06,0.52,1.12,1.07,3,Bank of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.7,5.7,32.608695652173914,76.08695652173914,78.26086956521739,82.6086956521739,60.434782608695656,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,23.91304347826087,26.08695652173913,21.73913043478261,23.913043478260867,1,75.0,49.45652173913043
Baroda BNP Paribas Aggressive Hybrid Fund,300,5000,0.61,772.0,6,Jitendra Sriram,2.79,1.88,11.77,0.79,1.39,6,Baroda BNP Paribas Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,3.5,20.6,13.3,33.33333333333333,35.0,56.666666666666664,51.66666666666667,42.0,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,45.0,46.666666666666664,51.66666666666667,47.5,0,100.0,73.25
Baroda BNP Paribas Arbitrage Fund,300,5000,0.49,354.0,6,Neeraj Saxena,0.99,1.39,0.71,0.59,0.85,1,Baroda BNP Paribas Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.2,4.6,5.6,52.27272727272727,63.63636363636363,50.0,56.81818181818182,55.00000000000001,Moderate,3,Primary risk drivers: Market Sensitivity and Downside Risk.,52.27272727272727,54.54545454545454,47.72727272727273,51.590909090909086,0,100.0,75.93181818181817
Baroda BNP Paribas Balanced Advantage Fund,500,5000,0.64,3123.0,4,Sanjay Chawla,3.41,2.61,10.57,0.7,1.46,6,Baroda BNP Paribas Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.7,19.8,,84.21052631578947,94.73684210526315,42.10526315789473,36.84210526315789,68.42105263157895,High,4,Primary risk drivers: Market Sensitivity and Volatility.,94.73684210526315,63.1578947368421,68.42105263157895,77.36842105263158,1,75.0,79.65789473684211
Baroda BNP Paribas Banking&Fin Serv Fund,500,5000,1.63,69.0,10,Miten Vora,1.77,-2.87,22.87,0.89,0.82,6,Baroda BNP Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,19.2,9.1,89.74358974358975,76.28205128205127,98.71794871794873,97.43589743589743,90.3846153846154,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,5.128205128205128,2.564102564102564,3.8461538461538463,3.974358974358974,2,50.0,27.21794871794872
Baroda BNP Paribas Conservative Hybrid Fund,300,1000,0.78,501.0,10,Pratish Krishnan,2.74,0.64,3.7,0.58,1.29,4,Baroda BNP Paribas Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,3.7,9.2,7.7,23.52941176470588,29.411764705882355,82.35294117647058,70.58823529411765,45.88235294117647,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,17.647058823529413,23.52941176470588,35.294117647058826,24.705882352941174,0,100.0,60.94117647058823
Baroda BNP Paribas Corporate Bond Fund,300,5000,0.32,17.0,10,Mayank Prakash,0.63,0.69,2.22,0.9,0.43,2,Baroda BNP Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,5.6,4.4,88.88888888888889,83.33333333333334,94.44444444444444,88.88888888888889,88.88888888888889,Very High,5,Primary risk drivers: Sharpe Risk and Volatility.,8.333333333333332,11.11111111111111,16.666666666666664,11.666666666666664,2,50.0,30.166666666666668
Baroda BNP Paribas Credit Risk Fund,500,5000,0.78,179.0,8,Prashant Pimple,1.9,1.72,5.8,-3.29,1.06,4,Baroda BNP Paribas Mutual Fund,5,Debt,Credit Risk Funds,5.7,10.9,7.6,78.57142857142857,14.285714285714285,50.0,50.0,54.285714285714285,Moderate,3,Primary risk drivers: Volatility and Sharpe Risk.,85.71428571428571,57.14285714285714,57.14285714285714,68.57142857142857,0,100.0,87.71428571428571
Baroda BNP Paribas Dynamic Bond Fund,300,1000,0.71,115.0,10,Mayank Prakash,0.56,0.91,2.65,1.36,0.49,3,Baroda BNP Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.7,6.6,61.904761904761905,83.33333333333334,57.14285714285714,66.66666666666666,66.19047619047619,High,4,Primary risk drivers: Market Sensitivity and Downside Risk.,45.23809523809524,47.61904761904761,38.095238095238095,43.80952380952381,1,75.0,59.69047619047619
Baroda BNP Paribas ELSS Fund,500,500,1.12,651.0,10,Sanjay Chawla,2.92,-0.94,14.42,0.83,1.29,6,Baroda BNP Paribas Mutual Fund,3,Equity,ELSS Mutual Funds,-2.4,20.4,10.5,9.803921568627452,13.725490196078432,82.35294117647058,72.54901960784314,37.64705882352941,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,7.8431372549019605,19.607843137254903,29.411764705882355,17.84313725490196,1,75.0,44.42156862745098
Baroda BNP Paribas Equity Savings Fund,500,5000,1.45,250.0,4,Pratish Krishnan,2.42,0.25,4.91,0.73,1.12,4,Baroda BNP Paribas Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.7,9.8,,14.285714285714285,14.285714285714285,90.47619047619048,90.47619047619048,44.76190476190477,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,9.523809523809524,14.285714285714285,14.285714285714285,12.38095238095238,0,100.0,55.61904761904762
Baroda BNP Paribas Focused Fund,300,5000,0.67,299.0,5,Sanjay Chawla,2.96,-1.21,14.73,0.85,1.27,6,Baroda BNP Paribas Mutual Fund,3,Equity,Focused Funds,0.5,23.1,9.9,5.263157894736842,15.789473684210526,63.1578947368421,63.1578947368421,30.526315789473685,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,31.57894736842105,42.10526315789473,42.10526315789473,37.89473684210526,1,75.0,55.18421052631579
Baroda BNP Paribas Gilt Fund,500,5000,0.14,138.0,10,Mayank Prakash,0.34,0.07,2.89,0.66,0.28,3,Baroda BNP Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,4.9,6.8,63.1578947368421,71.05263157894737,84.21052631578947,84.21052631578947,73.1578947368421,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,26.31578947368421,21.052631578947366,21.052631578947366,23.157894736842103,1,75.0,49.71052631578947
Baroda BNP Paribas India Consumption Fund,300,5000,0.81,880.0,5,Shiv Chanani,3.08,2.41,13.62,0.71,1.38,6,Baroda BNP Paribas Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.2,23.3,,7.6923076923076925,30.76923076923077,50.641025641025635,41.02564102564102,27.564102564102562,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,25.64102564102564,50.641025641025635,60.256410256410255,43.52564102564102,1,75.0,55.68589743589743
Baroda BNP Paribas Large Cap Fund,300,5000,0.94,1347.0,10,Jitendra Sriram,2.71,-0.18,14.57,0.86,1.32,6,Baroda BNP Paribas Mutual Fund,4,Equity,Large Cap Mutual Funds,3.0,23.5,12.8,7.142857142857142,10.714285714285714,46.42857142857143,73.21428571428571,28.92857142857143,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,29.629629629629626,57.14285714285714,30.357142857142854,38.10185185185185,1,75.0,54.85648148148148
Baroda BNP Paribas Liquid Fund,500,5000,0.19,6686.0,10,Vikram Pamnani,4.11,1.32,0.38,0.72,0.93,2,Baroda BNP Paribas Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.4,5.4,63.63636363636363,34.84848484848485,46.96969696969697,60.60606060606061,53.93939393939394,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,80.3030303030303,56.060606060606055,42.42424242424242,61.666666666666664,0,100.0,84.56060606060606
Baroda BNP Paribas Low Duration Fund,300,5000,0.39,175.0,10,Mayank Prakash,2.55,3.17,0.96,1.28,1.51,3,Baroda BNP Paribas Mutual Fund,3,Debt,Low Duration Funds,5.0,6.0,6.5,45.0,82.5,45.0,85.0,60.5,High,4,Primary risk drivers: Downside Risk and Market Sensitivity.,65.0,60.0,20.0,50.0,1,75.0,65.5
Baroda BNP Paribas Medium Duration Fund,300,5000,0.69,37.0,9,Mayank Prakash,0.42,0.42,2.34,1.16,0.32,3,Baroda BNP Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,5.0,3.5,41.66666666666667,100.0,91.66666666666666,91.66666666666666,73.33333333333333,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,12.5,16.666666666666664,16.666666666666664,15.0,1,75.0,44.5
Baroda BNP Paribas Mid Cap Fund,300,5000,0.59,1192.0,10,Shiv Chanani,3.35,1.31,15.92,0.86,1.67,6,Baroda BNP Paribas Mutual Fund,3,Equity,Mid Cap Mutual Funds,2.4,30.6,13.6,21.73913043478261,26.08695652173913,43.47826086956522,52.17391304347826,33.04347826086956,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,43.47826086956522,60.86956521739131,52.17391304347826,51.30434782608696,1,75.0,61.58695652173913
